Questionnaire,q_id,q_id_orig,count
Cities 2022,8.1-5-1,3.1-7-1,986
Cities 2022,4.6a-2-12,2.1d-2-12,986
Cities 2022,4.6a-4-19,2.1d-4-19,986
Cities 2022,10.1-1-1,3.5-9-1,986
Cities 2022,0.4-0,0.1-10-1,986
Cities 2022,4.6a-1-22,2.1d-1-22,986
Cities 2022,4.6a-3-4,2.1d-3-4,986
Cities 2022,10.3-4-3,3.6-4-4,986
Cities 2022,4.0-0,2.1-0,986
Cities 2022,4.6a-7-12,2.1d-7-12,986
Cities 2022,10.3-2-5,3.6-2-6,986
Cities 2022,4.6a-4-14,2.1d-4-14,986
Cities 2022,4.6a-3-26,2.1d-3-26,986
Cities 2022,4.6b-1-14,2.1c-1-3,986
Cities 2022,4.6a-6-22,2.1d-6-22,986
Cities 2022,4.6a-1-2,2.1d-1-2,986
Cities 2022,4.6a-5-28,2.1d-5-28,986
Cities 2022,2.2-1,1.3-1,4545
Cities 2022,4.6a-7-13,2.1d-7-13,986
Cities 2022,4.6a-6-18,2.1d-6-18,986
Cities 2022,4.6a-2-22,2.1d-2-22,986
Cities 2022,4.6a-5-20,2.1d-5-20,986
Cities 2022,4.6a-1-17,2.1d-1-17,986
Cities 2022,4.6b-1-10,2.1c-1-13,986
Cities 2022,2.1-11,1.2-11,4195
Cities 2022,2.1-1,1.2-1,4195
Cities 2022,4.6a-2-30,2.1d-2-30,986
Cities 2022,2.1-9,1.2-9,4195
Cities 2022,4.6a-5-29,2.1d-5-29,986
Cities 2022,10.3-2-1,3.6-2-2,986
Cities 2022,4.6a-7-4,2.1d-7-4,986
Cities 2022,7.2-0,2.3a-3-1,986
Cities 2022,4.6a-4-29,2.1d-4-29,986
Cities 2022,4.6a-6-23,2.1d-6-23,986
Cities 2022,4.6a-4-6,2.1d-4-6,986
Cities 2022,4.6a-3-2,2.1d-3-2,986
Cities 2022,5.4-8,9.1-7,5967
Cities 2022,10.3-4-5,3.6-4-6,986
Cities 2022,4.6a-2-29,2.1d-2-29,986
Cities 2022,4.6a-7-27,2.1d-7-27,986
Cities 2022,4.6a-2-13,2.1d-2-13,986
Cities 2022,4.6a-7-17,2.1d-7-17,986
Cities 2022,4.9-1-1,2.2-1-1,986
Cities 2022,2.0-0,1.1-0,986
Cities 2022,4.6a-6-6,2.1d-6-6,986
Cities 2022,4.6a-6-13,2.1d-6-13,986
Cities 2022,4.6a-2-1,2.1d-2-1,986
Cities 2022,8.1-11-1,3.1-14-1,986
Cities 2022,4.6a-3-1,2.1d-3-1,986
Cities 2022,4.6a-6-12,2.1d-6-12,986
Cities 2022,4.4-0,2.1b-4,2677
Cities 2022,7.6-3-1,2.3b-2-1,986
Cities 2022,4.6a-5-2,2.1d-5-2,986
Cities 2022,4.6a-5-19,2.1d-5-19,986
Cities 2022,4.6a-4-15,2.1d-4-15,986
Cities 2022,4.6a-4-25,2.1d-4-25,986
Cities 2022,13.3-1-1,3.7-2-1,986
Cities 2022,4.6a-2-18,2.1d-2-18,986
Cities 2022,4.6a-3-11,2.1d-3-11,986
Cities 2022,4.6a-7-5,2.1d-7-5,986
Cities 2022,4.6b-1-15,2.1c-1-4,986
Cities 2022,4.6a-1-29,2.1d-1-29,986
Cities 2022,4.6a-3-9,2.1d-3-9,986
Cities 2022,4.6a-7-19,2.1d-7-19,986
Cities 2022,4.6a-5-10,2.1d-5-10,986
Cities 2022,10.3-1-3,3.6-1-4,986
Cities 2022,0.1-1-1,0.1-1-1,986
Cities 2022,10.3-1-2,3.6-1-3,986
Cities 2022,10.3-4-2,3.6-4-3,986
Cities 2022,6.2-0,0.5-1,3338
Cities 2022,10.1-4-1,3.5-7-1,986
Cities 2022,4.6a-1-19,2.1d-1-19,986
Cities 2022,4.6a-4-20,2.1d-4-20,986
Cities 2022,4.6a-1-4,2.1d-1-4,986
Cities 2022,4.6a-2-26,2.1d-2-26,986
Cities 2022,4.6a-6-3,2.1d-6-3,986
Cities 2022,8.1-3-1,3.1-5-1,986
Cities 2022,4.6a-7-22,2.1d-7-22,986
Cities 2022,8.1-2-1,3.1-4-1,986
Cities 2022,4.6a-6-14,2.1d-6-14,986
Cities 2022,4.6a-6-10,2.1d-6-10,986
Cities 2022,10.3-1-5,3.6-1-6,986
Cities 2022,4.6a-1-23,2.1d-1-23,986
Cities 2022,4.6a-7-31,2.1d-7-31,986
Cities 2022,10.3-5-1,3.6-5-2,986
Cities 2022,2.0b-6,1.1a-6,2138
Cities 2022,4.6a-3-16,2.1d-3-16,986
Cities 2022,4.6b-1-1,2.1c-1-5,986
Cities 2022,4.6a-3-12,2.1d-3-12,986
Cities 2022,14.0-0,3.14-1,1094
Cities 2022,3.3-3,4.1a-5,3425
Cities 2022,4.6a-6-19,2.1d-6-19,986
Cities 2022,2.1-4,1.2-8,4195
Cities 2022,4.6a-2-19,2.1d-2-19,986
Cities 2022,4.6a-5-22,2.1d-5-22,986
Cities 2022,10.3-3-3,3.6-3-4,986
Cities 2022,0.5-3-1,0.1-8-1,986
Cities 2022,6.5-3,7.4-3,2373
Cities 2022,4.6a-6-29,2.1d-6-29,986
Cities 2022,4.6a-5-16,2.1d-5-16,986
Cities 2022,7.6-4-1,2.3b-4-1,986
Cities 2022,4.6a-6-17,2.1d-6-17,986
Cities 2022,4.6a-5-12,2.1d-5-12,986
Cities 2022,4.6a-6-30,2.1d-6-30,986
Cities 2022,4.6a-3-31,2.1d-3-31,986
Cities 2022,4.6a-5-30,2.1d-5-30,986
Cities 2022,8.1-8-1,3.1-10-1,986
Cities 2022,4.6a-3-27,2.1d-3-27,986
Cities 2022,4.6b-1-12,2.1c-1-15,986
Cities 2022,4.6a-1-25,2.1d-1-25,986
Cities 2022,4.6a-7-30,2.1d-7-30,986
Cities 2022,10.3-2-2,3.6-2-3,986
Cities 2022,4.6a-1-15,2.1d-1-15,986
Cities 2022,10.3-5-3,3.6-5-4,986
Cities 2022,4.6a-7-8,2.1d-7-8,986
Cities 2022,4.6a-3-30,2.1d-3-30,986
Cities 2022,4.6d-2,2.1e-2,1572
Cities 2022,4.6a-2-8,2.1d-2-8,986
Cities 2022,4.6a-1-14,2.1d-1-14,986
Cities 2022,4.6d-4,2.1e-4,1572
Cities 2022,4.6a-2-15,2.1d-2-15,986
Cities 2022,4.6a-7-7,2.1d-7-7,986
Cities 2022,10.1-3-1,3.5-5-1,986
Cities 2022,4.6a-5-7,2.1d-5-7,986
Cities 2022,4.6a-2-23,2.1d-2-23,986
Cities 2022,4.6a-2-5,2.1d-2-5,986
Cities 2022,5.0d-3,5.1a-3-4,114
Cities 2022,9.1-3-2,6.1-1-6,21
Cities 2022,5.5-0,7.1-1,927
Cities 2022,5.0a-5,5.1a-9-1,660
Cities 2022,8.0a-3,6.1-1-10,284
Cities 2022,9.1-3-3,6.1-1-7,10
Cities 2022,5.0a-3,5.1a-3-1,666
Cities 2022,5.0c-12,5.1a-13-3,39
Cities 2022,5.0c-8,5.1a-11-3,31
Cities 2022,9.1-1-4,6.1-1-4,7
Cities 2022,5.0d-9,5.1a-13-4,90
Cities 2022,5.0c-7,5.1a-30-3,39
Cities 2022,5.0d-5,5.1a-9-4,108
Cities 2022,9.1-3-1,6.1-1-5,2
Cities 2022,8.0a-9,6.1-1-14,204
Cities 2022,8.0-0,6.1-1-9,284
Cities 2022,5.0a-1,5.1a-1-1,649
Cities 2022,8.0a-7,6.1-1-13,257
Cities 2022,8.0a-6,6.1-1-12,311
Cities 2022,9.1-1-3,6.1-1-3,11
Cities 2022,5.0a-6,5.1a-7-1,657
Cities 2022,5.0d-8,5.1a-12-4,111
Cities 2022,3.2-0,7.1-0,927
Cities 2022,9.1-1-1,6.1-1-1,8
Cities 2022,5.0c-11,5.1a-12-3,34
Cities 2022,9.1-1-2,6.1-1-2,16
Cities 2022,5.0a-9,5.1a-12-1,662
Cities 2022,5.0d-7,5.1a-10-4,100
Cities 2022,5.0c-9,5.1a-10-3,34
Cities 2022,5.0c-13,5.1a-14-3,32
Cities 2022,5.0d-11,5.1a-14-4,105
Cities 2022,5.0d-1,5.1a-1-4,112
Cities 2022,5.0c-5,5.1a-9-3,36
Cities 2022,5.0c-3,5.1a-3-3,39
Cities 2022,8.0a-4,6.1-1-11,246
Cities 2022,9.1-3-4,6.1-1-8,14
Cities 2022,5.0a-7,5.1a-10-1,653
Cities 2022,5.0c-1,5.1a-1-3,38
Cities 2022,5.0d-6,5.1a-7-4,112
Cities 2022,5.0a-11,5.1a-14-1,660
Cities 2022,5.0c-6,5.1a-7-3,36
